GameId,Team,Date,Player,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,PTS,+/-,drop_this
0,Boston Celtics,Oct 27 2009,Paul Pierce,37:59,6,13,46.2,2,5,40.0,9,10,90.0,1,10,11,1,2,1,1,5,23,1,
0,Boston Celtics,Oct 27 2009,Kevin Garnett,33:05,5,10,50.0,0,0,0.0,3,4,75.0,3,7,10,1,1,1,3,3,13,-4,
0,Boston Celtics,Oct 27 2009,Kendrick Perkins,25:42,4,7,57.1,0,0,0.0,1,1,100,0,1,1,1,3,0,1,3,9,-2,
0,Boston Celtics,Oct 27 2009,Ray Allen,42:21,5,16,31.3,2,4,50.0,4,5,80.0,0,2,2,3,3,3,0,2,16,4,
0,Boston Celtics,Oct 27 2009,Rajon Rondo,34:29,4,8,50.0,0,0,0.0,0,0,0.0,2,4,6,10,2,3,0,4,8,-3,
0,Boston Celtics,Oct 27 2009,Rasheed Wallace,23:50,4,9,44.4,3,6,50.0,1,2,50.0,0,3,3,0,0,0,2,5,12,10,
0,Boston Celtics,Oct 27 2009,Marquis Daniels,17:33,3,5,60.0,1,1,100,0,0,0.0,0,1,1,2,1,1,0,1,7,11,
0,Boston Celtics,Oct 27 2009,Shelden Williams,12:30,0,1,0.0,0,0,0.0,4,4,100,0,3,3,0,1,0,0,3,4,7,
0,Boston Celtics,Oct 27 2009,Eddie House,12:30,1,3,33.3,1,3,33.3,0,0,0.0,0,1,1,2,1,0,1,1,3,6,
0,Boston Celtics,Oct 27 2009,Totals:,32,72,44.4,9,19,47.4,22,26,84.6,6,32,38,20,14,9,8,27,95,6,
0,Cleveland Cavaliers,Oct 27 2009,LeBron James,44:55,12,22,54.5,4,9,44.4,10,13,76.9,0,4,4,8,5,2,4,4,38,0,
0,Cleveland Cavaliers,Oct 27 2009,Anderson Varejao,32:50,3,9,33.3,0,0,0.0,3,4,75.0,5,2,7,1,0,2,1,5,9,-6,
0,Cleveland Cavaliers,Oct 27 2009,Shaquille O'Neal,28:48,5,11,45.5,0,0,0.0,0,2,0.0,0,10,10,1,1,0,1,2,10,2,
0,Cleveland Cavaliers,Oct 27 2009,Anthony Parker,40:10,3,9,33.3,2,3,66.7,2,2,100,0,3,3,4,3,1,2,0,10,3,
0,Cleveland Cavaliers,Oct 27 2009,Mo Williams,35:02,3,8,37.5,0,3,0.0,6,6,100,0,0,0,3,2,1,0,4,12,-10,
0,Cleveland Cavaliers,Oct 27 2009,Zydrunas Ilgauskas,24:39,1,4,25.0,0,0,0.0,4,4,100,1,4,5,0,0,0,0,2,6,-2,
0,Cleveland Cavaliers,Oct 27 2009,Daniel Gibson,13:42,1,3,33.3,0,1,0.0,0,1,0.0,0,1,1,0,1,0,0,2,2,-4,
0,Cleveland Cavaliers,Oct 27 2009,JJ Hickson,6:13,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,1,0,2,0,-4,
0,Cleveland Cavaliers,Oct 27 2009,Jamario Moon,13:41,1,3,33.3,0,1,0.0,0,0,0.0,0,2,2,0,1,0,1,1,2,-9,
0,Cleveland Cavaliers,Oct 27 2009,Totals:,29,70,41.4,6,17,35.3,25,32,78.1,6,26,32,17,13,7,9,22,89,-6,
1,Washington Wizards,Oct 27 2009,Caron Butler,38:19,6,17,35.3,0,2,0.0,4,4,100,1,7,8,1,2,0,2,3,16,1,
1,Washington Wizards,Oct 27 2009,Fabricio Oberto,17:21,2,2,100,0,0,0.0,1,1,100,1,2,3,2,2,0,0,5,5,15,
1,Washington Wizards,Oct 27 2009,Brendan Haywood,37:36,3,10,30.0,0,0,0.0,1,2,50.0,1,9,10,0,0,0,0,3,7,1,
1,Washington Wizards,Oct 27 2009,Mike Miller,22:13,2,4,50.0,2,3,66.7,0,0,0.0,0,8,8,2,0,2,0,4,6,12,
1,Washington Wizards,Oct 27 2009,Gilbert Arenas,38:20,10,21,47.6,1,4,25.0,8,9,88.9,0,2,2,9,3,0,0,3,29,8,
1,Washington Wizards,Oct 27 2009,Andray Blatche,34:59,8,14,57.1,0,0,0.0,4,4,100,3,4,7,1,0,1,2,3,20,9,
1,Washington Wizards,Oct 27 2009,DeShawn Stevenson,17:53,0,2,0.0,0,1,0.0,0,2,0.0,1,4,5,3,0,1,0,2,0,-1,
1,Washington Wizards,Oct 27 2009,Dominic McGuire,2:20,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,2,0,-6,
1,Washington Wizards,Oct 27 2009,Randy Foye,30:18,8,14,57.1,1,3,33.3,2,2,100,2,1,3,1,2,2,0,4,19,16,
1,Washington Wizards,Oct 27 2009,JaVale McGee,0:42,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,
1,Washington Wizards,Oct 27 2009,Totals:,39,84,46.4,4,13,30.8,20,24,83.3,9,37,46,19,9,6,4,29,102,11,
1,Dallas Mavericks,Oct 27 2009,Shawn Marion,35:31,6,12,50.0,0,1,0.0,4,5,80.0,4,3,7,0,0,1,3,3,16,-17,
1,Dallas Mavericks,Oct 27 2009,Dirk Nowitzki,38:58,10,25,40.0,2,5,40.0,12,13,92.3,1,8,9,1,3,0,2,2,34,-3,
1,Dallas Mavericks,Oct 27 2009,Erick Dampier,29:01,2,2,100,0,0,0.0,4,6,66.7,3,3,6,0,1,0,1,3,8,-4,
1,Dallas Mavericks,Oct 27 2009,Quinton Ross,18:42,1,2,50.0,0,1,0.0,0,0,0.0,0,0,0,0,0,0,1,4,2,7,
1,Dallas Mavericks,Oct 27 2009,Jason Kidd,36:45,2,6,33.3,0,3,0.0,0,0,0.0,0,6,6,6,0,2,0,2,4,-9,
1,Dallas Mavericks,Oct 27 2009,Jason Terry,37:23,4,15,26.7,1,6,16.7,3,5,60.0,1,3,4,4,0,1,0,2,12,-11,
1,Dallas Mavericks,Oct 27 2009,Drew Gooden,15:35,1,6,16.7,0,0,0.0,0,0,0.0,2,2,4,0,2,2,2,2,2,-9,
1,Dallas Mavericks,Oct 27 2009,J.J. Barea,23:28,4,8,50.0,1,2,50.0,4,5,80.0,0,6,6,4,3,0,0,2,13,-12,
1,Dallas Mavericks,Oct 27 2009,Kris Humphries,4:37,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,1,0,0,0,0,0,3,
1,Dallas Mavericks,Oct 27 2009,Totals:,30,76,39.5,4,18,22.2,27,34,79.4,11,31,42,16,9,6,9,20,91,-11,
2,Houston Rockets,Oct 27 2009,Shane Battier,27:43,2,9,22.2,1,4,25.0,3,4,75.0,1,3,4,0,1,2,0,1,8,-22,
2,Houston Rockets,Oct 27 2009,Luis Scola,22:05,1,6,16.7,0,0,0.0,1,2,50.0,0,4,4,1,3,1,1,4,3,-8,
