GameId,Team,Date,Player,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,PTS,+/-,drop_this
0,Cleveland Cavaliers,Oct 30 2012,Daniel Gibson,16:11,3,5,60.0,2,4,50.0,2,4,50.0,1,2,3,1,0,0,1,2,10,-9,
0,Cleveland Cavaliers,Oct 30 2012,Luke Walton,12:14,1,2,50.0,0,1,0.0,0,0,0.0,0,1,1,0,2,0,0,0,2,-11,
0,Cleveland Cavaliers,Oct 30 2012,Donald Sloan,13:26,2,5,40.0,0,1,0.0,0,0,0.0,0,0,0,1,2,0,0,2,4,-13,
0,Cleveland Cavaliers,Oct 30 2012,Totals:,36,79,45.6,7,20,35.0,15,22,68.2,18,36,54,22,20,7,5,21,94,10,
1,Boston Celtics,Oct 30 2012,Paul Pierce,40:34,6,15,40.0,2,4,50.0,9,9,100,0,5,5,5,0,2,0,3,23,-17,
1,Boston Celtics,Oct 30 2012,Brandon Bass,28:19,6,11,54.5,0,0,0.0,3,4,75.0,6,5,11,1,1,0,0,2,15,-8,
1,Boston Celtics,Oct 30 2012,Kevin Garnett,31:43,4,8,50.0,0,0,0.0,1,1,100,1,11,12,2,5,0,2,4,9,-4,
1,Boston Celtics,Oct 30 2012,Courtney Lee,23:60,5,6,83.3,1,1,100,0,0,0.0,0,1,1,1,1,0,0,5,11,-7,
1,Boston Celtics,Oct 30 2012,Rajon Rondo,43:33,9,14,64.3,0,2,0.0,2,4,50.0,0,7,7,13,4,0,0,4,20,-13,
1,Boston Celtics,Oct 30 2012,Jared Sullinger,8:06,1,2,50.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,1,2,-3,
1,Boston Celtics,Oct 30 2012,Jason Terry,24:51,2,7,28.6,0,3,0.0,4,4,100,0,0,0,1,3,1,0,3,8,-10,
1,Boston Celtics,Oct 30 2012,Jeff Green,23:04,0,4,0.0,0,0,0.0,3,4,75.0,0,3,3,0,1,1,0,0,3,-7,
1,Boston Celtics,Oct 30 2012,Leandro Barbosa,15:50,6,8,75.0,3,3,100,1,2,50.0,0,1,1,1,0,0,0,1,16,4,
1,Boston Celtics,Oct 30 2012,Totals:,39,75,52.0,6,13,46.2,23,28,82.1,7,34,41,24,15,4,2,23,107,-13,
1,Miami Heat,Oct 30 2012,LeBron James,28:52,10,16,62.5,2,4,50.0,4,5,80.0,1,9,10,3,0,2,0,2,26,12,
1,Miami Heat,Oct 30 2012,Shane Battier,29:05,2,4,50.0,2,3,66.7,0,0,0.0,0,2,2,1,0,1,0,3,6,12,
1,Miami Heat,Oct 30 2012,Chris Bosh,36:57,8,15,53.3,0,1,0.0,3,4,75.0,2,8,10,1,1,0,3,3,19,15,
1,Miami Heat,Oct 30 2012,Dwyane Wade,35:07,10,22,45.5,0,0,0.0,9,11,81.8,2,1,3,4,4,2,1,3,29,-6,
1,Miami Heat,Oct 30 2012,Mario Chalmers,36:29,3,7,42.9,0,1,0.0,2,2,100,0,1,1,11,1,3,0,3,8,11,
1,Miami Heat,Oct 30 2012,Ray Allen,30:35,5,7,71.4,2,3,66.7,7,8,87.5,0,2,2,2,0,0,0,1,19,9,
1,Miami Heat,Oct 30 2012,Udonis Haslem,11:03,0,1,0.0,0,0,0.0,0,0,0.0,0,3,3,0,1,0,0,1,0,-2,
1,Miami Heat,Oct 30 2012,Rashard Lewis,18:55,4,5,80.0,1,2,50.0,1,2,50.0,0,5,5,1,0,0,1,1,10,1,
1,Miami Heat,Oct 30 2012,Norris Cole,6:21,1,2,50.0,1,2,50.0,0,0,0.0,0,0,0,1,1,0,0,2,3,5,
1,Miami Heat,Oct 30 2012,Mike Miller,6:36,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,1,0,0,0,1,0,8,
1,Miami Heat,Oct 30 2012,Totals:,43,79,54.4,8,16,50.0,26,32,81.3,5,31,36,25,8,8,5,20,120,13,
2,Dallas Mavericks,Oct 30 2012,Shawn Marion,32:53,5,11,45.5,0,0,0.0,1,1,100,2,7,9,4,2,1,1,4,11,-2,
2,Dallas Mavericks,Oct 30 2012,Elton Brand,36:12,3,10,30.0,0,0,0.0,2,2,100,2,9,11,2,0,1,1,4,8,7,
2,Dallas Mavericks,Oct 30 2012,Brandan Wright,19:31,5,5,100,0,0,0.0,4,5,80.0,1,4,5,0,3,0,3,3,14,4,
2,Dallas Mavericks,Oct 30 2012,O.J. Mayo,31:10,4,13,30.8,2,4,50.0,2,2,100,1,0,1,3,2,1,0,0,12,-1,
2,Dallas Mavericks,Oct 30 2012,Darren Collison,32:00,8,12,66.7,0,1,0.0,1,2,50.0,0,2,2,4,2,3,0,2,17,0,
2,Dallas Mavericks,Oct 30 2012,Vince Carter,26:50,5,12,41.7,0,4,0.0,1,2,50.0,0,4,4,2,1,1,0,3,11,13,
2,Dallas Mavericks,Oct 30 2012,Eddy Curry,16:44,3,7,42.9,0,0,0.0,1,2,50.0,2,2,4,0,1,0,0,4,7,6,
2,Dallas Mavericks,Oct 30 2012,Jae Crowder,19:30,3,7,42.9,2,4,50.0,0,0,0.0,0,3,3,2,0,1,0,1,8,2,
2,Dallas Mavericks,Oct 30 2012,Rodrigue Beaubois,16:50,4,8,50.0,1,2,50.0,2,2,100,1,0,1,5,0,1,0,2,11,9,
2,Dallas Mavericks,Oct 30 2012,Dahntay Jones,8:22,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,2,0,2,
2,Dallas Mavericks,Oct 30 2012,Totals:,40,85,47.1,5,15,33.3,14,18,77.8,9,31,40,22,11,9,5,25,99,8,
2,Los Angeles Lakers,Oct 30 2012,Metta World Peace,36:29,1,8,12.5,0,3,0.0,1,2,50.0,2,6,8,4,3,3,0,1,3,-5,
2,Los Angeles Lakers,Oct 30 2012,Pau Gasol,40:19,8,19,42.1,1,1,100,6,8,75.0,4,9,13,6,2,0,3,2,23,3,
2,Los Angeles Lakers,Oct 30 2012,Dwight Howard,37:59,8,12,66.7,0,0,0.0,3,14,21.4,4,6,10,2,3,0,1,6,19,-13,
2,Los Angeles Lakers,Oct 30 2012,Kobe Bryant,34:52,11,14,78.6,0,0,0.0,0,0,0.0,0,1,1,0,2,1,0,3,22,-1,
2,Los Angeles Lakers,Oct 30 2012,Steve Nash,34:09,3,9,33.3,1,4,25.0,0,0,0.0,0,2,2,4,1,0,1,1,7,-3,
2,Los Angeles Lakers,Oct 30 2012,Steve Blake,13:51,0,2,0.0,0,1,0.0,0,0,0.0,0,0,0,6,1,1,0,2,0,-5,
2,Los Angeles Lakers,Oct 30 2012,Jodie Meeks,13:04,1,3,33.3,1,3,33.3,0,0,0.0,0,2,2,0,1,0,0,1,3,-7,
2,Los Angeles Lakers,Oct 30 2012,Antawn Jamison,15:02,2,4,50.0,0,1,0.0,1,1,100,1,4,5,2,0,1,0,3,5,0,
2,Los Angeles Lakers,Oct 30 2012,Jordan Hill,14:15,4,6,66.7,0,0,0.0,1,6,16.7,4,1,5,0,1,0,0,2,9,-9,
2,Los Angeles Lakers,Oct 30 2012,Totals:,38,77,49.4,3,13,23.1,12,31,38.7,15,31,46,24,14,6,5,21,91,-8,
3,Indiana Pacers,Oct 31 2012,Gerald Green,36:41,2,7,28.6,2,4,50.0,0,0,0.0,0,2,2,2,6,0,1,1,6,1,
3,Indiana Pacers,Oct 31 2012,David West,27:54,12,19,63.2,0,1,0.0,1,1,100,0,2,2,1,0,1,0,3,25,0,
3,Indiana Pacers,Oct 31 2012,Roy Hibbert,29:14,6,13,46.2,0,0,0.0,2,4,50.0,3,7,10,3,0,1,5,3,14,7,
3,Indiana Pacers,Oct 31 2012,Paul George,35:10,7,15,46.7,0,0,0.0,0,0,0.0,2,13,15,5,5,0,1,2,14,3,
3,Indiana Pacers,Oct 31 2012,George Hill,32:48,3,9,33.3,1,4,25.0,1,2,50.0,0,1,1,7,1,0,1,3,8,2,
3,Indiana Pacers,Oct 31 2012,Tyler Hansbrough,20:07,2,5,40.0,0,0,0.0,4,4,100,0,3,3,1,0,0,0,0,8,2,
3,Indiana Pacers,Oct 31 2012,Sam Young,11:21,2,2,100,0,0,0.0,0,0,0.0,1,2,3,1,0,0,0,0,4,1,
3,Indiana Pacers,Oct 31 2012,D.J. Augustin,15:12,1,4,25.0,1,1,100,2,3,66.7,0,1,1,2,2,1,0,1,5,0,
3,Indiana Pacers,Oct 31 2012,Ian Mahinmi,18:44,0,1,0.0,0,0,0.0,1,2,50.0,2,3,5,0,4,0,2,3,1,-5,
3,Indiana Pacers,Oct 31 2012,Lance Stephenson,12:50,2,3,66.7,1,1,100,0,0,0.0,1,3,4,0,0,0,0,0,5,-1,
3,Indiana Pacers,Oct 31 2012,Totals:,37,78,47.4,5,11,45.5,11,16,68.8,9,37,46,22,18,3,10,16,90,2,
3,Toronto Raptors,Oct 31 2012,Landry Fields,24:05,0,6,0.0,0,1,0.0,0,0,0.0,0,2,2,1,1,1,0,1,0,6,
3,Toronto Raptors,Oct 31 2012,Andrea Bargnani,34:22,4,15,26.7,1,4,25.0,7,8,87.5,0,3,3,1,3,0,3,2,16,-3,
3,Toronto Raptors,Oct 31 2012,Jonas Valanciunas,23:05,6,15,40.0,0,0,0.0,0,0,0.0,6,4,10,0,0,0,1,4,12,-7,
3,Toronto Raptors,Oct 31 2012,DeMar DeRozan,27:29,5,14,35.7,0,0,0.0,0,0,0.0,3,2,5,1,0,0,1,1,10,-5,
3,Toronto Raptors,Oct 31 2012,Kyle Lowry,36:12,6,11,54.5,2,3,66.7,7,7,100,1,6,7,8,2,5,0,3,21,-1,
3,Toronto Raptors,Oct 31 2012,Terrence Ross,6:24,0,2,0.0,0,2,0.0,0,0,0.0,0,1,1,0,0,0,0,0,0,4,
3,Toronto Raptors,Oct 31 2012,Ed Davis,13:38,2,4,50.0,0,0,0.0,1,2,50.0,1,1,2,0,2,0,2,1,5,1,
3,Toronto Raptors,Oct 31 2012,Jose Calderon,25:43,6,12,50.0,3,6,50.0,0,0,0.0,0,1,1,3,1,1,0,1,15,-8,
3,Toronto Raptors,Oct 31 2012,Amir Johnson,17:05,2,6,33.3,0,0,0.0,1,2,50.0,3,4,7,0,0,2,1,3,5,4,
3,Toronto Raptors,Oct 31 2012,Alan Anderson,18:50,0,3,0.0,0,1,0.0,0,0,0.0,1,1,2,4,1,3,0,0,0,1,
3,Toronto Raptors,Oct 31 2012,Aaron Gray,7:48,2,2,100,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,2,4,1,
3,Toronto Raptors,Oct 31 2012,John Lucas III,5:19,0,1,0.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,0,0,-3,
3,Toronto Raptors,Oct 31 2012,Totals:,33,91,36.3,6,17,35.3,16,19,84.2,15,27,42,18,10,12,8,18,88,-2,
4,Denver Nuggets,Oct 31 2012,Jordan Hamilton,12:51,2,5,40.0,0,2,0.0,0,0,0.0,0,6,6,2,0,0,0,2,4,-5,
4,Denver Nuggets,Oct 31 2012,Kenneth Faried,17:07,3,9,33.3,0,0,0.0,0,0,0.0,5,2,7,0,2,1,0,2,6,-7,
4,Denver Nuggets,Oct 31 2012,Kosta Koufos,29:40,2,3,66.7,0,0,0.0,2,4,50.0,4,5,9,0,1,1,1,3,6,0,
4,Denver Nuggets,Oct 31 2012,Andre Iguodala,34:48,5,13,38.5,0,4,0.0,1,3,33.3,1,3,4,4,4,2,1,0,11,-19,
4,Denver Nuggets,Oct 31 2012,Ty Lawson,36:38,7,17,41.2,1,2,50.0,1,2,50.0,1,4,5,7,0,2,0,4,16,-3,
4,Denver Nuggets,Oct 31 2012,Andre Miller,32:21,5,15,33.3,0,1,0.0,0,0,0.0,1,6,7,5,3,2,0,2,10,0,
4,Denver Nuggets,Oct 31 2012,Corey Brewer,27:22,3,9,33.3,2,6,33.3,0,0,0.0,0,6,6,0,5,1,0,4,8,0,
4,Denver Nuggets,Oct 31 2012,JaVale McGee,18:20,2,5,40.0,0,0,0.0,0,0,0.0,4,3,7,0,3,0,3,0,4,-9,
4,Denver Nuggets,Oct 31 2012,Wilson Chandler,20:34,2,8,25.0,0,1,0.0,1,2,50.0,0,3,3,0,1,0,0,4,5,-7,
4,Denver Nuggets,Oct 31 2012,Evan Fournier,10:19,2,4,50.0,1,2,50.0,0,0,0.0,0,0,0,1,1,0,0,1,5,5,
4,Denver Nuggets,Oct 31 2012,Totals:,33,88,37.5,4,18,22.2,5,11,45.5,16,38,54,19,20,9,5,22,75,-9,
4,Philadelphia 76ers,Oct 31 2012,Evan Turner,28:28,2,7,28.6,0,1,0.0,1,1,100,0,6,6,2,3,0,0,4,5,10,
4,Philadelphia 76ers,Oct 31 2012,Thaddeus Young,36:27,6,12,50.0,0,0,0.0,1,3,33.3,1,4,5,1,1,2,1,2,13,18,
4,Philadelphia 76ers,Oct 31 2012,Lavoy Allen,16:58,1,5,20.0,0,0,0.0,1,2,50.0,4,0,4,0,1,0,1,0,3,-1,
4,Philadelphia 76ers,Oct 31 2012,Jason Richardson,36:31,4,13,30.8,2,7,28.6,0,0,0.0,2,2,4,2,0,4,3,3,10,7,
4,Philadelphia 76ers,Oct 31 2012,Jrue Holiday,41:24,5,16,31.3,0,3,0.0,4,5,80.0,2,4,6,11,3,2,0,3,14,8,
4,Philadelphia 76ers,Oct 31 2012,Spencer Hawes,31:02,6,11,54.5,2,3,66.7,2,2,100,3,9,12,2,3,2,5,1,16,10,
4,Philadelphia 76ers,Oct 31 2012,Dorell Wright,27:38,3,12,25.0,2,8,25.0,6,6,100,2,5,7,0,2,2,1,1,14,-1,
4,Philadelphia 76ers,Oct 31 2012,Nick Young,18:41,3,9,33.3,1,3,33.3,2,2,100,0,3,3,0,1,1,0,0,9,-6,
4,Philadelphia 76ers,Oct 31 2012,Maalik Wayns,2:31,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,1,0,0,0,0,0,
4,Philadelphia 76ers,Oct 31 2012,Damien Wilkins,0:20,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,
4,Philadelphia 76ers,Oct 31 2012,Totals:,30,85,35.3,7,25,28.0,17,21,81.0,14,33,47,18,15,13,11,14,84,9,
5,Houston Rockets,Oct 31 2012,Chandler Parsons,42:26,3,9,33.3,1,4,25.0,4,5,80.0,2,5,7,6,3,0,0,3,11,9,
5,Houston Rockets,Oct 31 2012,Marcus Morris Sr.,25:36,3,10,30.0,0,2,0.0,0,0,0.0,4,3,7,1,2,0,0,3,6,-3,
5,Houston Rockets,Oct 31 2012,Omer Asik,33:02,5,6,83.3,0,0,0.0,2,6,33.3,2,7,9,0,3,1,2,2,12,3,
5,Houston Rockets,Oct 31 2012,James Harden,44:04,14,25,56.0,4,10,40.0,5,6,83.3,1,5,6,12,4,4,1,2,37,18,
5,Houston Rockets,Oct 31 2012,Jeremy Lin,35:27,5,12,41.7,0,2,0.0,2,2,100,0,4,4,8,4,4,0,4,12,23,
5,Houston Rockets,Oct 31 2012,Carlos Delfino,23:56,5,6,83.3,5,6,83.3,0,0,0.0,1,6,7,0,3,1,0,3,15,8,
5,Houston Rockets,Oct 31 2012,Greg Smith,17:02,4,4,100,0,0,0.0,2,2,100,2,3,5,0,0,2,0,5,10,4,
5,Houston Rockets,Oct 31 2012,Toney Douglas,12:33,0,5,0.0,0,2,0.0,2,2,100,0,0,0,1,1,0,0,1,2,-14,
5,Houston Rockets,Oct 31 2012,Daequan Cook,5:54,0,2,0.0,0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,1,0,-3,
5,Houston Rockets,Oct 31 2012,Totals:,39,79,49.4,10,27,37.0,17,23,73.9,12,33,45,28,20,12,3,24,105,9,
5,Detroit Pistons,Oct 31 2012,Tayshaun Prince,32:22,4,9,44.4,0,1,0.0,4,4,100,0,4,4,1,1,1,0,0,12,-8,
5,Detroit Pistons,Oct 31 2012,Jason Maxiell,24:00,4,7,57.1,0,0,0.0,2,2,100,4,4,8,0,2,0,2,2,10,4,
5,Detroit Pistons,Oct 31 2012,Greg Monroe,35:07,7,13,53.8,0,0,0.0,0,3,0.0,2,6,8,4,4,3,0,4,14,-9,
5,Detroit Pistons,Oct 31 2012,Rodney Stuckey,36:47,1,10,10.0,0,3,0.0,7,8,87.5,0,2,2,6,0,1,0,0,9,-19,
5,Detroit Pistons,Oct 31 2012,Brandon Knight,36:45,5,15,33.3,1,4,25.0,4,6,66.7,0,4,4,4,2,1,0,0,15,-12,
5,Detroit Pistons,Oct 31 2012,Kim English,13:47,3,6,50.0,2,4,50.0,0,0,0.0,0,0,0,3,1,2,0,1,8,8,
5,Detroit Pistons,Oct 31 2012,Jonas Jerebko,19:32,2,7,28.6,0,1,0.0,3,3,100,4,0,4,1,0,1,0,2,7,-10,
5,Detroit Pistons,Oct 31 2012,Kyle Singler,15:38,4,5,80.0,2,2,100,0,0,0.0,0,2,2,0,1,0,1,0,10,-1,
5,Detroit Pistons,Oct 31 2012,Will Bynum,13:09,4,6,66.7,1,1,100,0,0,0.0,0,2,2,2,3,1,0,4,9,2,
5,Detroit Pistons,Oct 31 2012,Andre Drummond,12:53,1,1,100,0,0,0.0,0,0,0.0,0,2,2,0,2,2,1,2,2,0,
5,Detroit Pistons,Oct 31 2012,Totals:,35,79,44.3,6,16,37.5,20,26,76.9,10,26,36,21,16,12,4,15,96,-9,
6,Sacramento Kings,Oct 31 2012,James Johnson,21:28,1,8,12.5,0,1,0.0,0,0,0.0,2,1,3,1,4,3,0,3,2,-13,
6,Sacramento Kings,Oct 31 2012,Jason Thompson,27:35,3,6,50.0,0,0,0.0,2,2,100,3,5,8,2,0,0,1,4,8,-2,
6,Sacramento Kings,Oct 31 2012,DeMarcus Cousins,25:02,7,14,50.0,0,0,0.0,0,0,0.0,3,4,7,1,7,3,2,4,14,-12,
6,Sacramento Kings,Oct 31 2012,Tyreke Evans,39:05,8,13,61.5,1,2,50.0,4,4,100,1,7,8,3,2,0,1,3,21,1,
6,Sacramento Kings,Oct 31 2012,Isaiah Thomas,24:43,3,8,37.5,2,3,66.7,2,2,100,0,0,0,1,3,0,0,1,10,-6,
6,Sacramento Kings,Oct 31 2012,Marcus Thornton,31:48,5,15,33.3,1,6,16.7,4,5,80.0,0,4,4,2,0,1,0,1,15,1,
6,Sacramento Kings,Oct 31 2012,Thomas Robinson,21:33,1,5,20.0,0,0,0.0,1,2,50.0,1,2,3,0,3,1,0,3,3,1,
6,Sacramento Kings,Oct 31 2012,Aaron Brooks,23:17,3,10,30.0,1,3,33.3,0,1,0.0,0,3,3,1,0,1,0,6,7,0,
6,Sacramento Kings,Oct 31 2012,Francisco Garcia,7:40,2,3,66.7,1,2,50.0,0,0,0.0,0,1,1,0,0,0,0,1,5,0,
6,Sacramento Kings,Oct 31 2012,Chuck Hayes,17:43,1,2,50.0,0,0,0.0,0,0,0.0,1,2,3,3,0,1,1,3,2,-2,
6,Sacramento Kings,Oct 31 2012,Jimmer Fredette,0:06,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,2,
6,Sacramento Kings,Oct 31 2012,Totals:,34,84,40.5,6,17,35.3,13,16,81.3,11,29,40,14,19,10,5,29,87,-6,
6,Chicago Bulls,Oct 31 2012,Luol Deng,41:33,3,13,23.1,0,4,0.0,1,3,33.3,5,7,12,2,4,0,1,3,7,6,
6,Chicago Bulls,Oct 31 2012,Carlos Boozer,33:25,8,13,61.5,0,0,0.0,2,5,40.0,1,7,8,2,3,1,1,3,18,5,
6,Chicago Bulls,Oct 31 2012,Joakim Noah,40:01,6,12,50.0,0,0,0.0,11,12,91.7,5,5,10,3,2,5,3,2,23,6,
6,Chicago Bulls,Oct 31 2012,Richard Hamilton,31:03,7,16,43.8,0,1,0.0,5,5,100,0,1,1,3,3,2,0,1,19,6,
6,Chicago Bulls,Oct 31 2012,Kirk Hinrich,29:23,1,7,14.3,0,1,0.0,1,3,33.3,1,2,3,7,2,0,0,2,3,5,
6,Chicago Bulls,Oct 31 2012,Taj Gibson,19:14,2,6,33.3,0,0,0.0,0,0,0.0,1,4,5,0,0,0,4,1,4,-1,
6,Chicago Bulls,Oct 31 2012,Marco Belinelli,11:42,1,2,50.0,1,1,100,3,3,100,0,0,0,3,1,0,0,0,6,7,
6,Chicago Bulls,Oct 31 2012,Nate Robinson,19:45,3,8,37.5,1,2,50.0,0,0,0.0,0,5,5,1,3,0,0,2,7,1,
6,Chicago Bulls,Oct 31 2012,Jimmy Butler,11:10,1,1,100,0,0,0.0,2,2,100,0,1,1,0,0,0,0,3,4,-5,
6,Chicago Bulls,Oct 31 2012,Nazr Mohammed,2:44,1,1,100,0,0,0.0,0,0,0.0,1,0,1,0,0,0,1,2,2,0,
6,Chicago Bulls,Oct 31 2012,Totals:,33,79,41.8,2,9,22.2,25,33,75.8,14,32,46,21,18,8,10,19,93,6,
7,San Antonio Spurs,Oct 31 2012,Kawhi Leonard,34:17,6,13,46.2,3,6,50.0,4,4,100,1,6,7,1,2,5,0,5,19,12,
7,San Antonio Spurs,Oct 31 2012,Tim Duncan,34:22,10,15,66.7,0,0,0.0,4,5,80.0,2,9,11,3,5,0,3,3,24,13,
7,San Antonio Spurs,Oct 31 2012,Boris Diaw,29:49,2,3,66.7,0,1,0.0,0,0,0.0,2,2,4,6,2,2,1,1,4,13,
7,San Antonio Spurs,Oct 31 2012,Danny Green,32:37,4,11,36.4,1,5,20.0,0,0,0.0,0,3,3,0,1,1,2,1,9,-4,
7,San Antonio Spurs,Oct 31 2012,Tony Parker,35:25,9,19,47.4,1,1,100,4,6,66.7,0,3,3,6,0,0,0,2,23,12,
7,San Antonio Spurs,Oct 31 2012,Stephen Jackson,24:45,2,6,33.3,0,3,0.0,3,6,50.0,1,4,5,1,0,1,0,5,7,-4,
7,San Antonio Spurs,Oct 31 2012,Matt Bonner,9:32,1,3,33.3,1,2,50.0,0,0,0.0,0,0,0,0,1,0,1,2,3,-6,
7,San Antonio Spurs,Oct 31 2012,Tiago Splitter,15:50,3,5,60.0,0,0,0.0,1,2,50.0,3,3,6,1,1,0,0,1,7,-9,
7,San Antonio Spurs,Oct 31 2012,Gary Neal,17:20,1,5,20.0,0,2,0.0,0,1,0.0,1,2,3,3,1,0,0,1,2,-3,
7,San Antonio Spurs,Oct 31 2012,Patty Mills,6:03,0,0,0.0,0,0,0.0,1,2,50.0,0,1,1,1,2,0,1,0,1,-4,
7,San Antonio Spurs,Oct 31 2012,Totals:,38,80,47.5,6,20,30.0,17,26,65.4,10,33,43,22,15,9,8,21,99,4,
7,New Orleans Hornets,Oct 31 2012,Al-Farouq Aminu,37:06,8,16,50.0,0,1,0.0,1,2,50.0,0,7,7,3,3,2,3,2,17,-17,
7,New Orleans Hornets,Oct 31 2012,Anthony Davis,29:04,6,12,50.0,0,0,0.0,9,9,100,3,4,7,0,0,1,1,0,21,-20,
7,New Orleans Hornets,Oct 31 2012,Robin Lopez,25:32,4,10,40.0,0,0,0.0,0,0,0.0,3,6,9,3,2,0,1,2,8,-15,
7,New Orleans Hornets,Oct 31 2012,Austin Rivers,24:06,1,9,11.1,0,2,0.0,5,6,83.3,0,1,1,2,3,0,0,3,7,-2,
7,New Orleans Hornets,Oct 31 2012,Greivis Vasquez,37:28,4,8,50.0,0,3,0.0,0,0,0.0,0,6,6,13,2,1,0,3,8,-5,
7,New Orleans Hornets,Oct 31 2012,Roger Mason Jr.,27:03,3,7,42.9,2,4,50.0,0,0,0.0,0,1,1,2,0,0,0,5,8,-1,
7,New Orleans Hornets,Oct 31 2012,Ryan Anderson,28:51,3,10,30.0,1,5,20.0,4,4,100,0,5,5,0,0,0,0,2,11,16,
7,New Orleans Hornets,Oct 31 2012,Jason Smith,16:34,5,6,83.3,0,0,0.0,2,2,100,3,3,6,1,1,1,1,1,12,12,
7,New Orleans Hornets,Oct 31 2012,Darius Miller,14:08,1,2,50.0,1,2,50.0,0,0,0.0,0,1,1,2,2,2,0,2,3,15,
7,New Orleans Hornets,Oct 31 2012,Brian Roberts,0:09,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,-3,
7,New Orleans Hornets,Oct 31 2012,Totals:,35,80,43.8,4,17,23.5,21,23,91.3,9,34,43,26,13,7,6,20,95,-4,
8,Dallas Mavericks,Oct 31 2012,Shawn Marion,29:27,2,7,28.6,1,2,50.0,0,0,0.0,2,9,11,4,4,0,0,1,5,0,
8,Dallas Mavericks,Oct 31 2012,Elton Brand,25:42,2,8,25.0,0,0,0.0,1,2,50.0,3,4,7,2,2,3,2,3,5,-2,
