GameId,Team,Date,Player,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,PTS,+/-,Result
359,MEM,20181205,Marc Gasol,38.175,7.8,14.9,53.13,2.4,5.8,38.04,3.9,5.6,68.5,1.2,8.9,10.1,3.6,2.3,1.3,2.1,3.1,21.9,3.3,0
359,MEM,20181205,Mike Conley,35.75833333333335,8.2,18.0,46.26000000000001,2.7,6.9,38.2,5.0,6.1,81.07000000000002,0.5,2.9,3.4,7.7,2.4,1.0,0.5,2.1,24.1,4.7,0
359,MEM,20181205,Garrett Temple,34.07333333333334,3.4,7.6,48.79,1.6,4.0,43.22000000000001,1.3,1.5,50.0,0.3,3.3,3.6,1.9,1.3,1.4,0.4,3.4,9.7,3.7,0
359,MEM,20181205,Kyle Anderson,33.3,3.2,5.7,62.2,0.2,0.7,13.330000000000002,0.2,0.5,20.0,1.0,4.7,5.7,3.8,0.9,1.0,1.2,2.9,6.8,1.0,0
359,MEM,20181205,Jaren Jackson Jr.,26.45666666666667,6.4,10.8,59.99,1.4,2.7,55.12000000000001,2.6,3.2,64.34,0.8,3.2,4.0,1.3,1.7,0.9,2.3,4.4,16.8,1.0,0
359,MEM,20181205,Shelvin Mack,24.335,2.6,7.4,32.51,1.1,3.2,33.0,0.8,1.2,34.17,0.2,2.0,2.2,3.8,1.0,1.0,0.0,1.5,7.1,0.5,0
359,MEM,20181205,JaMychal Green,22.481666666666666,4.0,8.6,46.43,0.8,1.9,26.67,0.9,1.1,40.0,2.2,4.4,6.6,0.8,2.0,1.1,0.7,2.9,9.7,-2.2,0
359,MEM,20181205,MarShon Brooks,15.005,2.9,7.3,39.24,0.5,1.8,20.83,0.7,0.8,35.0,0.4,1.6,2.0,1.2,1.1,0.1,0.3,1.3,7.0,-1.6,0
359,LAC,20181205,Tobias Harris,35.626666666666665,9.1,16.8,53.59000000000001,2.2,5.1,39.5,2.8,3.1,77.5,0.5,7.3,7.8,2.7,2.0,0.5,0.3,2.1,23.2,7.1,0
359,LAC,20181205,Danilo Gallinari,33.095,5.5,12.1,44.09,2.6,5.4,47.38,5.4,5.9,84.22999999999998,0.8,5.5,6.3,2.9,0.7,0.7,0.3,1.9,19.0,5.0,0
359,LAC,20181205,Avery Bradley,30.333333333333325,3.3,8.6,38.38,0.8,2.8,18.21,0.4,0.6,17.5,0.4,1.7,2.1,1.8,1.5,0.9,0.6,2.9,7.8,6.2,0
359,LAC,20181205,Montrezl Harrell,28.96,7.0,11.4,60.79,0.0,0.0,0.0,5.0,8.5,54.11,3.4,4.8,8.2,1.8,1.0,1.1,1.3,2.9,19.0,-0.4,0
359,LAC,20181205,Shai Gilgeous-Alexander,27.28,4.1,9.1,46.19,0.5,1.8,27.5,2.4,3.1,51.5,1.1,2.2,3.3,2.5,1.7,1.0,0.7,1.6,11.1,2.4,0
359,LAC,20181205,Lou Williams,24.80333333333333,5.5,14.4,37.74,0.9,3.1,33.33,4.3,4.6,86.35,0.8,2.2,3.0,4.7,2.2,0.5,0.0,0.9,16.2,1.5,0
359,LAC,20181205,Patrick Beverley,21.598333333333336,2.0,5.6,37.33,1.1,3.3,31.660000000000004,1.0,1.2,25.0,0.5,2.4,2.9,3.3,1.0,0.6,0.3,3.3,6.1,-3.6,0
359,LAC,20181205,Marcin Gortat,18.085,3.1,4.7,65.71000000000001,0.0,0.0,0.0,1.0,1.2,42.5,1.2,5.1,6.3,1.5,0.8,0.2,0.3,2.2,7.2,4.8,0
