GameId,Team,Date,Player,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,PTS,+/-,Result
669,OKC,20190117,Russell Westbrook,37.785,10.0,23.5,41.66,0.8,4.5,16.39,4.4,6.2,70.52000000000002,1.2,9.4,10.6,11.5,4.7,2.3,0.5,3.0,25.2,3.5,1
669,OKC,20190117,Paul George,36.903333333333336,9.2,22.4,40.16,3.4,9.2,37.34,6.1,7.5,82.13,2.0,5.5,7.5,2.1,2.2,2.6,0.0,2.7,27.9,2.2,1
669,OKC,20190117,Steven Adams,35.51166666666667,5.3,8.0,67.91,0.0,0.1,0.0,2.5,4.6,46.51000000000001,3.6,6.9,10.5,2.0,1.5,1.8,0.6,3.6,13.1,4.1,1
669,OKC,20190117,Jerami Grant,34.51333333333333,5.5,10.4,50.74,0.7,2.9,22.0,2.4,2.9,81.0,1.2,4.2,5.4,0.6,0.8,1.3,1.3,2.7,14.1,-0.6,1
669,OKC,20190117,Dennis Schroder,29.029999999999994,5.2,14.2,35.76000000000001,1.2,4.1,27.380000000000006,2.1,2.7,75.0,0.6,2.3,2.9,4.1,1.5,0.9,0.1,2.1,13.7,-3.6,1
669,OKC,20190117,Terrance Ferguson,25.39333333333333,2.7,6.2,46.53000000000001,1.7,3.9,34.5,0.3,0.4,15.0,0.4,1.5,1.9,0.4,0.4,0.3,0.6,3.3,7.4,3.8,1
669,OKC,20190117,Abdel Nader,15.676666666666666,3.1,5.8,48.1,1.1,2.1,54.17,0.4,0.4,20.0,0.3,1.9,2.2,0.4,0.4,0.3,0.1,1.8,7.7,-4.1,1
669,OKC,20190117,Patrick Patterson,14.420000000000002,1.8,3.7,45.97000000000001,1.0,2.3,33.33,0.2,0.3,6.67,0.8,2.1,2.9,0.6,0.4,0.1,0.3,0.5,4.8,-1.5,1
669,LAL,20190117,Brandon Ingram,35.62,7.2,15.2,48.09,0.4,1.4,23.33,3.3,5.7,57.72000000000001,1.1,6.1,7.2,3.9,2.9,0.5,0.6,2.5,18.1,-3.1,1
669,LAL,20190117,Lonzo Ball,34.715,4.6,11.6,35.040000000000006,2.0,5.6,28.85,0.5,1.9,19.5,1.8,4.1,5.9,6.1,2.4,1.4,0.4,2.9,11.7,-2.6,1
669,LAL,20190117,Kyle Kuzma,33.95666666666666,7.4,18.0,38.69000000000001,1.8,7.1,21.36,4.2,5.7,76.72,1.0,5.9,6.9,2.7,3.0,0.5,0.0,2.4,20.8,-0.4,1
669,LAL,20190117,Josh Hart,32.49833333333333,3.5,9.8,41.17,1.2,5.2,20.86,1.4,1.9,56.0,0.4,6.6,7.0,2.3,1.4,1.6,0.6,2.9,9.6,-2.8,1
669,LAL,20190117,Kentavious Caldwell-Pope,27.860000000000007,4.7,11.4,40.74999999999999,2.2,6.6,32.730000000000004,2.8,3.3,61.0,0.8,2.8,3.6,2.0,1.0,0.9,0.0,2.0,14.4,2.4,1
669,LAL,20190117,JaVale McGee,20.351666666666667,4.3,8.5,46.02,0.0,0.2,0.0,0.9,1.4,35.83,2.2,5.0,7.2,0.7,1.1,0.5,1.7,2.3,9.5,-3.5,1
669,LAL,20190117,Tyson Chandler,16.60666666666667,1.9,2.6,71.0,0.0,0.1,0.0,1.4,2.4,38.33,2.2,4.0,6.2,1.2,0.7,0.2,0.4,1.5,5.2,5.4,1
669,LAL,20190117,Lance Stephenson,16.023333333333333,1.9,4.8,38.91,0.6,2.1,28.33,0.4,1.3,4.0,0.4,2.4,2.8,2.5,1.4,0.4,0.2,1.8,4.8,-2.0,1
